timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,fault_label
4887.0000,-3.2565,7.6826,14.9739,-0.4704,3.7707,0.3319,0.1076,degraded
4887.5000,3.6286,8.4990,10.2235,-0.4215,4.4779,-0.0550,0.0072,degraded
4888.0000,-17.2089,7.8536,13.2373,-0.3827,5.8428,-0.4278,0.0521,degraded
4888.5000,9.3374,9.7279,20.6282,-0.4578,4.2600,-0.1343,0.0775,degraded
4889.0000,-24.6178,9.1778,17.5905,-0.4388,4.0020,-0.1683,0.0806,degraded
4889.5000,-27.4490,9.4034,18.8976,-0.3975,5.5448,-0.5471,0.0597,degraded
4890.0000,-1.8289,8.4983,15.0295,-0.4461,4.1715,-0.1154,0.0838,degraded
4890.5000,-3.1686,8.6399,15.3121,-0.4397,4.9349,0.3848,0.0491,degraded
4891.0000,4.0845,8.4392,16.1934,-0.3746,4.5558,-0.0763,0.0444,degraded
4891.5000,-9.7426,8.5958,17.1165,-0.4293,4.8670,-0.0561,0.0565,degraded
4892.0000,28.2854,9.6007,20.2781,-0.4667,5.1882,0.1646,0.0619,degraded
4892.5000,2.4091,6.0905,14.1380,-0.4260,5.6297,-0.1791,0.0629,degraded
4893.0000,3.4932,9.4111,15.7482,-0.4093,5.4172,-0.3278,0.0347,degraded
4893.5000,2.9585,7.6795,13.7890,-0.3059,5.8169,0.2102,0.0557,degraded
4894.0000,15.0436,8.4778,10.2705,-0.3554,4.1114,-0.0064,0.0328,degraded
4894.5000,8.6403,6.6473,18.9417,-0.2719,3.1591,-0.5145,0.0507,degraded
4895.0000,6.6303,8.4550,21.4299,-0.4849,4.2086,0.1225,0.0658,degraded
4895.5000,11.0398,9.4134,18.4901,-0.3623,7.2437,0.0948,0.0647,degraded
4896.0000,-27.3692,9.6856,16.8909,-0.3544,4.2766,-0.5251,0.0931,degraded
4896.5000,-26.8027,7.2240,21.7666,-0.4306,2.5088,-0.7178,0.0437,degraded
4897.0000,-1.1409,9.6202,17.5891,-0.4520,7.0388,-0.2005,0.0751,degraded
4897.5000,-2.9651,10.7201,18.6270,-0.3956,4.5801,0.7624,0.0944,degraded
4898.0000,8.6971,8.2734,16.6479,-0.4490,3.5503,0.7124,0.1003,degraded
4898.5000,0.3003,9.0187,17.1123,-0.4900,3.2208,0.4539,0.0751,degraded
4899.0000,8.7280,5.9180,15.8386,-0.5039,4.5382,-0.2267,0.0262,degraded
4899.5000,-18.6839,7.6788,18.7415,-0.5080,5.1518,-0.2493,0.0343,degraded
4900.0000,-0.1612,9.4336,12.9762,-0.4217,5.0790,-0.3898,0.0368,degraded
4900.5000,-20.1159,10.4645,17.5140,-0.3999,5.3049,-0.3710,0.0569,degraded
4901.0000,5.8029,8.1358,13.7034,-0.4824,2.9131,0.1859,0.0926,degraded
4901.5000,-28.1743,13.0423,17.7983,-0.4097,3.2307,0.5205,0.0514,degraded
4902.0000,5.2247,9.5125,23.4574,-0.4102,4.3980,-0.0757,0.0391,degraded
4902.5000,-22.0350,7.1351,18.3808,-0.4168,5.5441,-0.1644,0.0789,degraded
4903.0000,-5.7529,10.9794,19.8093,-0.4003,3.9791,-0.2773,0.0447,degraded
4903.5000,13.4239,7.1727,19.0012,-0.4237,2.1230,-0.0651,0.0747,degraded
4904.0000,3.4107,9.5482,9.3227,-0.3680,5.2639,-0.2586,0.0471,degraded
4904.5000,-24.6849,7.6652,15.9112,-0.4036,1.6436,-0.4228,0.0726,degraded
4905.0000,-10.0859,7.0263,17.6561,-0.4977,3.9160,0.0541,0.0598,degraded
4905.5000,-22.5207,10.5092,10.0521,-0.3432,5.2025,-0.2415,0.0485,degraded
4906.0000,-25.4214,8.6798,15.4734,-0.4834,5.1725,-0.1577,0.0259,degraded
4906.5000,1.7649,11.6614,16.0935,-0.4363,2.7621,0.0043,0.0554,degraded
4907.0000,8.4045,7.5495,12.6427,-0.3081,5.3241,-0.6211,0.0289,degraded
4907.5000,6.6091,6.7404,13.4347,-0.4113,5.7971,-0.4597,0.0619,degraded
4908.0000,9.0394,8.3638,20.3621,-0.4771,5.0844,0.0393,0.0733,degraded
4908.5000,-0.1787,13.4226,5.6138,-0.4193,4.1864,-0.3491,0.0659,degraded
4909.0000,-4.1009,10.3412,17.1769,-0.4102,4.8984,0.0145,0.0537,degraded
4909.5000,-16.0960,9.9246,19.8595,-0.4264,3.6962,-0.2202,0.0535,degraded
4910.0000,-6.6012,9.9776,16.2936,-0.4620,5.5110,0.0838,0.0691,degraded
4910.5000,-19.8202,8.3734,20.6071,-0.5008,5.9556,-0.4803,0.0425,degraded
4911.0000,-12.6775,13.1982,15.1054,-0.4952,4.0119,-0.2490,0.0584,degraded
4911.5000,1.3339,9.7948,13.6785,-0.4761,5.2202,0.4812,0.0270,degraded
4912.0000,-1.7671,9.6576,16.3717,-0.3726,5.4592,0.1106,0.0400,degraded
4912.5000,45.9709,10.5919,15.2616,-0.4984,4.2128,0.2781,0.0597,degraded
4913.0000,-20.1869,7.2082,14.6970,-0.4299,2.1527,0.0026,0.0279,degraded
4913.5000,-1.8765,7.8025,15.8774,-0.3679,4.5931,-0.3814,0.0587,degraded
4914.0000,-21.3560,8.7567,14.0490,-0.4055,1.3426,-0.2220,0.0677,degraded
4914.5000,-5.8168,10.6155,13.9176,-0.3671,6.0629,-0.1965,0.0407,degraded
4915.0000,-5.2064,7.1849,13.0715,-0.4677,5.0524,-0.1955,0.0616,degraded
4915.5000,12.6732,9.0344,17.6933,-0.4071,4.1934,0.3927,0.0277,degraded
4916.0000,-6.7450,8.8256,13.4531,-0.3811,5.4014,-0.0683,0.0639,degraded
4916.5000,-2.8698,6.7808,12.7301,-0.3918,3.2710,-0.4177,0.0457,degraded
4917.0000,-6.4548,8.3824,13.2414,-0.3945,5.5936,-0.2045,0.0355,degraded
4917.5000,-21.0158,9.9627,17.0857,-0.4989,4.6762,0.1214,0.0476,degraded
4918.0000,-9.7815,6.9279,18.4831,-0.4060,4.6958,-0.4550,0.0311,degraded
4918.5000,-5.7291,11.2733,18.7343,-0.4151,4.0258,0.3264,0.0703,degraded
4919.0000,1.1074,9.8618,17.1304,-0.4472,4.1402,0.4361,0.0575,degraded
4919.5000,8.3842,9.6822,18.1004,-0.4701,4.9961,-0.2535,0.0757,degraded
4920.0000,-3.5189,9.1789,16.3356,-0.4175,3.5196,0.1577,0.0188,degraded
4920.5000,-3.7826,7.5317,17.8730,-0.4895,3.1750,0.2834,0.0729,degraded
4921.0000,-25.8122,8.1991,17.8332,-0.4619,5.4976,-0.3069,0.0223,degraded
4921.5000,8.0960,9.7199,14.3298,-0.3934,4.9457,-0.1266,0.0539,degraded
4922.0000,-10.4385,8.2031,13.2981,-0.3886,3.4550,-0.0830,0.1030,degraded
4922.5000,11.2068,9.4672,20.5877,-0.4167,4.5215,0.1109,0.0232,degraded
4923.0000,19.7466,7.8392,16.9136,-0.4640,4.4610,0.4369,0.0551,degraded
4923.5000,-2.8187,9.8681,19.6991,-0.4967,3.6959,-0.0806,0.0340,degraded
4924.0000,-15.3497,9.9836,13.2500,-0.4803,4.6347,-0.4600,0.0433,degraded
4924.5000,-0.2505,6.7564,15.3396,-0.3772,4.3880,-0.5338,0.0351,degraded
4925.0000,5.2305,9.3024,12.4326,-0.4319,5.3214,-0.2344,0.0020,degraded
4925.5000,-4.7328,6.9224,18.5077,-0.4469,4.8389,-0.0901,0.0655,degraded
4926.0000,-8.4606,6.4168,14.7315,-0.4338,3.8836,0.3540,0.0556,degraded
4926.5000,8.4530,8.3210,14.9184,-0.4079,3.8586,-0.5267,0.0364,degraded
4927.0000,7.4637,13.4107,22.4549,-0.4937,4.8605,-0.0605,0.0803,degraded
4927.5000,-5.1943,10.3818,18.5926,-0.4668,2.6291,0.4383,0.0660,degraded
4928.0000,-24.8110,11.3104,18.5623,-0.4104,3.3006,0.1129,0.0554,degraded
4928.5000,6.8457,10.1383,12.9999,-0.4308,4.2445,-0.3781,0.0660,degraded
4929.0000,-11.5099,9.5373,11.0399,-0.3877,4.2983,0.0445,0.0662,degraded
4929.5000,3.2151,10.5757,19.5307,-0.4055,5.4220,-0.0239,0.0546,degraded
4930.0000,2.2674,8.2768,9.9039,-0.4819,3.0191,0.3641,0.0643,degraded
4930.5000,-28.3342,9.9454,15.1265,-0.6104,3.9888,0.2071,0.0602,degraded
4931.0000,1.2162,11.0087,14.2026,-0.4335,4.4293,0.0704,0.0479,degraded
4931.5000,7.7180,10.2957,13.8683,-0.4961,4.1157,0.1540,0.0412,degraded
4932.0000,9.5573,11.1142,15.3272,-0.4186,3.6935,-0.0025,0.0417,degraded
4932.5000,1.7605,9.5274,13.4891,-0.3646,3.8059,-0.2452,0.0373,degraded
4933.0000,-29.6578,11.7951,13.0145,-0.4958,4.6960,0.2009,0.0523,degraded
4933.5000,19.1562,8.9481,17.4340,-0.4122,4.1727,-0.2180,0.0658,degraded
4934.0000,6.1653,12.4404,19.8740,-0.4012,4.0692,0.0920,0.0736,degraded
4934.5000,-18.0498,10.1278,11.4725,-0.4275,3.2702,0.1936,0.0598,degraded
4935.0000,-11.8164,8.6949,17.2742,-0.4286,6.7370,-0.3924,0.0776,degraded
4935.5000,3.4684,7.5056,18.3180,-0.5490,4.5978,-0.0840,0.0326,degraded
4936.0000,10.1968,8.0658,18.0395,-0.4421,6.0304,0.4499,0.0768,degraded
4936.5000,-7.3194,7.8422,16.0426,-0.4459,4.1742,0.3833,0.0753,degraded
4937.0000,12.3829,9.1516,14.9213,-0.3932,4.5785,0.1119,0.0275,degraded
4937.5000,-26.8915,7.3773,18.9945,-0.3978,4.9668,-0.0716,0.0323,degraded
4938.0000,-15.6369,11.2308,17.7309,-0.4715,4.3388,-0.0994,0.0423,degraded
4938.5000,-30.9655,9.4612,11.0483,-0.5412,4.5828,-0.2190,0.0653,degraded
4939.0000,-13.4611,9.4038,16.0743,-0.5261,4.7003,-0.0394,0.0103,degraded
4939.5000,22.6212,7.5540,16.9102,-0.3761,4.2490,0.3691,0.0610,degraded
4940.0000,30.8670,8.1520,13.4688,-0.4505,4.3667,-0.2073,0.0670,degraded
4940.5000,3.5189,5.9785,16.0259,-0.5192,5.5028,-0.4007,0.0925,degraded
4941.0000,-9.5764,11.7392,18.2371,-0.5131,3.5001,0.2747,0.0854,degraded
4941.5000,-3.3246,7.1894,14.2867,-0.4356,6.2164,-0.1288,0.0474,degraded
4942.0000,7.1001,7.3066,17.4740,-0.4413,5.0581,-0.3150,0.0435,degraded
4942.5000,-23.4447,11.4427,13.8127,-0.3647,4.1887,-0.0097,0.0785,degraded
4943.0000,-8.5875,9.9077,13.0775,-0.4517,5.3878,-0.1198,0.0812,degraded
4943.5000,21.5234,9.5110,18.6405,-0.4285,5.3240,-0.0040,0.0667,degraded
4944.0000,-15.6857,9.8437,20.3220,-0.4501,4.8147,0.1270,0.0316,degraded
4944.5000,-11.2354,10.7677,13.2551,-0.4072,4.3844,0.0861,0.0552,degraded
4945.0000,0.1979,9.4901,19.6716,-0.3603,2.8650,0.1138,0.0448,degraded
4945.5000,4.2471,7.0284,16.7797,-0.4013,3.8003,0.0174,0.0314,degraded
4946.0000,-9.3751,10.4470,10.1847,-0.3501,4.5709,-0.5582,0.0617,degraded
4946.5000,1.1545,9.9842,12.5264,-0.4218,4.9901,0.0002,0.0381,degraded
4947.0000,9.1191,11.1115,18.6623,-0.5283,4.5786,-0.4122,0.1017,degraded
4947.5000,29.4218,7.4840,11.9719,-0.4904,4.9242,-0.2415,0.0352,degraded
4948.0000,-1.8937,8.2671,14.9943,-0.4083,4.2659,-0.2370,0.0084,degraded
4948.5000,-0.6195,9.9527,16.6122,-0.4616,5.1550,0.1460,0.0600,degraded
4949.0000,22.9118,7.9513,18.2066,-0.4496,6.6825,-0.5620,0.0867,degraded
4949.5000,-8.2375,5.8423,17.4228,-0.4903,4.6849,-0.0853,0.0594,degraded
4950.0000,-19.8653,9.6710,21.5807,-0.3778,4.3951,-0.0543,0.0456,degraded
4950.5000,3.7537,10.7210,14.4338,-0.3736,4.5158,0.2066,0.0349,degraded
4951.0000,16.1426,9.1885,17.1833,-0.4618,5.3378,0.0037,0.0274,degraded
4951.5000,5.4157,10.2076,18.2516,-0.4615,4.4885,0.1377,0.0444,degraded
4952.0000,-1.4552,9.9939,19.0373,-0.3869,5.3252,0.0084,0.0358,degraded
4952.5000,-21.7259,9.4081,20.0601,-0.3985,5.4497,0.4871,0.0600,degraded
4953.0000,-0.8755,9.5998,15.6103,-0.5325,6.3204,-0.1560,0.0533,degraded
4953.5000,18.4973,11.4230,18.8732,-0.4172,4.9968,0.6737,0.0578,degraded
4954.0000,-18.5118,7.9564,14.1474,-0.4265,4.6458,-0.1920,0.0385,degraded
4954.5000,-3.6712,10.5658,16.6982,-0.4422,4.8915,0.2090,0.0526,degraded
4955.0000,-5.8123,7.6384,18.4412,-0.4955,4.5431,0.4331,0.0756,degraded
4955.5000,-10.4656,8.2210,19.8699,-0.4946,4.7325,-0.0801,0.0207,degraded
4956.0000,3.7188,11.2105,18.6607,-0.6069,5.9255,-0.0456,0.0395,degraded
4956.5000,6.6496,7.6054,17.2279,-0.4850,4.0823,-0.4269,0.0501,degraded
4957.0000,6.4924,9.0612,16.7240,-0.5509,3.2449,0.9940,0.0474,degraded
4957.5000,-14.6521,12.9691,18.6151,-0.4795,4.6900,-0.0846,0.0866,degraded
4958.0000,-24.6898,10.9689,23.5426,-0.4326,4.7480,0.4069,0.0236,degraded
4958.5000,3.9358,8.3283,19.5450,-0.5112,5.5493,-0.2307,-0.0019,degraded
4959.0000,-7.5888,8.5888,18.1321,-0.3864,4.4067,-0.4370,0.0799,degraded
4959.5000,27.5747,9.1858,12.8868,-0.3554,4.1092,-0.2062,0.0269,degraded
4960.0000,28.2676,11.4124,14.4666,-0.4415,3.9484,0.0399,0.0407,degraded
4960.5000,29.8603,7.9454,16.0340,-0.4231,3.9351,0.0222,0.0629,degraded
4961.0000,-14.1017,7.8581,19.7426,-0.5346,3.7244,-0.2099,0.0818,degraded
4961.5000,8.5405,10.5249,14.2085,-0.4447,3.3625,-0.1481,0.0424,degraded
4962.0000,13.0643,6.9366,18.9524,-0.5243,2.3730,0.0312,0.0441,degraded
4962.5000,11.3753,8.0952,17.3903,-0.5404,5.3836,-0.2473,0.0321,degraded
4963.0000,-5.3160,9.3376,18.1023,-0.5176,4.7597,-0.1519,0.0573,degraded
4963.5000,19.1875,9.4180,16.3959,-0.4622,6.6635,-0.3356,0.0869,degraded
4964.0000,0.0071,7.4253,15.2601,-0.4567,3.0892,0.2270,0.0440,degraded
4964.5000,1.9216,10.0063,14.1350,-0.4585,6.5187,-0.4041,0.0387,degraded
4965.0000,-23.0675,10.3098,18.8973,-0.5132,4.4086,-0.1004,0.0541,degraded
4965.5000,9.6715,8.4889,16.8386,-0.4499,2.9739,0.1526,0.0680,degraded
4966.0000,-3.9062,11.9772,13.8433,-0.4901,2.5531,0.1756,0.0732,degraded
4966.5000,6.9717,9.9990,17.7511,-0.4491,4.0290,-0.3478,0.0532,degraded
4967.0000,3.5267,7.9858,27.3574,-0.4675,5.4689,0.2293,0.0885,degraded
4967.5000,2.7140,11.9277,16.4893,-0.5460,4.8328,0.1362,0.0692,degraded
4968.0000,-0.6857,8.7150,22.0623,-0.4900,4.1983,0.1959,0.0572,degraded
4968.5000,11.7990,9.7718,9.3504,-0.4290,5.7010,-0.0371,0.0564,degraded
4969.0000,-2.9834,8.7768,16.3011,-0.4144,4.6883,0.1319,0.0148,degraded
4969.5000,-21.8280,10.4466,19.9831,-0.5181,2.9898,0.1781,0.0449,degraded
4970.0000,8.5343,8.7916,17.1717,-0.4949,5.8602,0.7427,0.0362,degraded
4970.5000,-12.1351,8.8861,15.2034,-0.4792,3.5308,-0.5171,0.0517,degraded
4971.0000,-19.8639,9.2809,17.0582,-0.3984,3.5081,0.1227,0.0395,degraded
4971.5000,-15.3337,8.7714,20.0991,-0.4337,4.3560,0.2176,0.0287,degraded
4972.0000,4.2500,11.1355,23.5803,-0.5213,4.9106,0.0887,0.0744,degraded
4972.5000,-1.4478,7.6446,20.3528,-0.4329,3.9334,0.3034,0.0227,degraded
4973.0000,-31.9902,9.4790,15.6483,-0.3942,2.8175,0.2875,0.1053,degraded
4973.5000,-5.7548,9.6724,16.4701,-0.4470,3.9735,0.1074,0.0352,degraded
4974.0000,17.5385,9.3547,16.4987,-0.4968,5.5722,-0.0300,0.0555,degraded
4974.5000,-6.7694,10.9976,14.5795,-0.4158,4.5794,-0.6174,0.0290,degraded
4975.0000,-2.4821,7.2927,16.7223,-0.4491,5.7017,0.6517,0.0376,degraded
4975.5000,15.6449,10.4040,16.3723,-0.4710,5.1047,-0.6910,0.0733,degraded
4976.0000,11.9323,7.6881,13.5983,-0.4140,4.0374,0.2000,0.0422,degraded
4976.5000,15.3263,8.7959,19.7206,-0.4590,3.8705,0.1189,0.0438,degraded
4977.0000,-41.5883,7.5410,18.4753,-0.4550,4.7817,-0.3814,0.0768,degraded
4977.5000,26.0028,9.0678,15.2959,-0.4162,4.7886,0.6955,0.0957,degraded
4978.0000,9.5460,8.7021,17.6684,-0.4844,4.7093,0.2886,0.0491,degraded
4978.5000,36.9221,12.0303,14.3376,-0.5173,4.8005,0.1097,0.0188,degraded
4979.0000,-11.7349,9.9384,15.5807,-0.4434,4.4590,-0.3709,0.0503,degraded
4979.5000,-26.4518,10.2395,19.3068,-0.3820,4.4800,0.4817,0.0520,degraded
4980.0000,0.1083,7.9221,18.6631,-0.5737,3.7844,0.5022,0.0567,degraded
4980.5000,-4.1306,10.6969,15.7167,-0.4235,3.5433,0.0689,0.0698,degraded
4981.0000,9.8050,12.0476,18.1969,-0.4586,5.3489,0.5738,0.0738,degraded
4981.5000,16.1239,10.8986,17.0456,-0.4872,3.6140,0.0859,0.0411,degraded
4982.0000,-1.3094,7.6292,14.2832,-0.4930,2.7305,0.1384,0.0596,degraded
4982.5000,-3.6106,8.9045,16.7795,-0.4157,4.2613,0.0017,0.0606,degraded
4983.0000,7.8408,9.7669,18.5836,-0.4270,4.8854,0.2452,0.0930,degraded
4983.5000,-3.8449,8.7419,18.2122,-0.5130,4.4430,0.1860,0.0755,degraded
4984.0000,-5.0997,13.4106,12.2221,-0.4461,3.4180,-0.1436,0.0446,degraded
4984.5000,15.5570,8.8912,17.8045,-0.3929,5.7182,-0.3289,0.0328,degraded
4985.0000,18.8967,9.5530,17.3888,-0.4268,4.8486,-0.0478,0.0482,degraded
4985.5000,16.2595,8.7212,11.6239,-0.5452,5.7751,0.2294,0.0588,degraded
4986.0000,-2.5234,9.9725,14.9009,-0.4297,4.5750,-0.0429,0.0523,degraded
4986.5000,-32.0968,11.7020,18.8061,-0.5245,5.1125,-0.2714,0.0395,degraded
4987.0000,-2.2231,9.8042,21.4919,-0.4514,3.4857,-0.0141,0.0403,degraded
4987.5000,-11.3697,9.3069,12.4222,-0.4999,1.5548,-0.3450,0.0761,degraded
4988.0000,-1.9459,8.0280,20.2879,-0.4425,4.6617,-0.1593,0.0200,degraded
4988.5000,-10.0664,11.4556,11.7151,-0.4963,3.2909,-0.5391,0.0825,degraded
4989.0000,-0.3111,9.4303,21.5551,-0.5153,5.4983,0.0426,0.0585,degraded
4989.5000,-15.5891,9.3693,16.6528,-0.4474,5.5578,0.2414,0.0412,degraded
4990.0000,-19.2108,6.1444,15.2308,-0.4576,4.9445,0.0152,0.0584,degraded
4990.5000,18.3404,9.4654,18.4449,-0.4224,3.7952,0.1248,0.0770,degraded
4991.0000,-14.5449,9.0581,14.5000,-0.4902,4.6266,0.0524,0.0631,degraded
4991.5000,0.0050,6.9242,18.9415,-0.5395,5.1919,0.1473,0.0462,degraded
4992.0000,14.3177,11.1511,17.0281,-0.4302,5.0458,0.1835,0.0487,degraded
4992.5000,13.7146,8.8673,5.9762,-0.3918,3.7248,0.1898,0.0533,degraded
4993.0000,11.9227,12.5170,14.9804,-0.4932,2.7556,0.3488,0.0671,degraded
4993.5000,4.5430,11.7987,17.9920,-0.4402,5.0221,-0.4818,0.0259,degraded
4994.0000,10.8600,8.6007,20.6244,-0.4803,4.6271,0.2358,0.0473,degraded
4994.5000,20.5963,11.7380,18.4257,-0.3682,5.2202,-0.0656,0.0565,degraded
4995.0000,6.3753,12.1033,20.5890,-0.4913,4.6302,-0.1426,0.0575,degraded
4995.5000,-27.5580,8.8524,14.7619,-0.4675,4.4915,-0.5801,0.0501,degraded
4996.0000,-7.9280,8.1455,19.6329,-0.5664,4.4746,-0.4758,0.0601,degraded
4996.5000,10.4456,6.4649,19.6895,-0.3868,4.3384,-0.1507,0.0179,degraded
4997.0000,-9.4064,10.2721,12.5696,-0.4924,7.0567,-0.2493,0.0223,degraded
4997.5000,24.3016,8.2449,20.7673,-0.4009,4.4242,0.2987,0.0866,degraded
4998.0000,-0.9477,10.3241,18.4571,-0.4995,4.3346,0.2210,0.0572,degraded
4998.5000,1.2787,8.8600,16.6368,-0.4701,5.3856,0.4510,0.0547,degraded
4999.0000,16.8712,8.5457,16.5914,-0.5054,5.1136,-0.0460,0.0227,degraded
4999.5000,-2.7427,8.8765,14.3797,-0.5132,4.7519,0.1964,0.0166,degraded
5000.0000,2.6442,7.7725,19.3924,-0.4813,3.8086,-0.4724,0.0657,degraded
5000.5000,13.4869,8.8828,18.4124,-0.4738,3.3570,0.7173,0.0842,degraded
5001.0000,-22.0841,8.6242,19.2613,-0.4852,4.6151,0.5389,0.0393,degraded
5001.5000,-4.2795,9.7114,17.7557,-0.5433,4.4779,-0.2486,0.0638,degraded
5002.0000,12.4373,9.8925,18.1424,-0.4531,4.1724,0.4804,0.0800,degraded
5002.5000,0.9840,8.1328,16.6435,-0.5653,5.4729,-0.3450,0.0518,degraded
5003.0000,22.0100,11.3943,20.7679,-0.4846,5.6011,-0.2021,0.0832,degraded
5003.5000,-23.6389,9.5072,19.3629,-0.5469,5.8302,0.0029,0.0510,degraded
5004.0000,-25.3500,12.0037,18.0685,-0.4230,3.6544,-0.2630,0.0635,degraded
5004.5000,11.5453,10.1151,17.1525,-0.4066,5.7201,0.1816,0.0935,degraded
5005.0000,12.9871,9.8606,12.2586,-0.4387,2.7887,0.3412,0.0728,degraded
5005.5000,-2.8988,9.0239,11.6148,-0.4923,4.6296,-0.4258,0.0556,degraded
5006.0000,6.0059,10.6861,16.4701,-0.5057,5.5495,0.0356,0.0460,degraded
5006.5000,11.1781,9.8177,21.3873,-0.4815,3.6592,-0.2971,0.0802,degraded
5007.0000,-12.2079,11.0585,15.4729,-0.4717,3.3515,0.0824,0.0704,degraded
5007.5000,-10.6027,12.1813,15.5971,-0.4450,4.6382,0.0895,0.0720,degraded
5008.0000,2.8459,8.6875,14.6830,-0.4494,6.3451,-0.1911,0.0615,degraded
5008.5000,13.5613,10.7014,13.7351,-0.5714,6.3986,-0.0493,0.0756,degraded
5009.0000,-17.4894,10.6624,14.8705,-0.4366,5.8710,0.0310,0.0403,degraded
5009.5000,-2.9692,10.4754,18.4546,-0.4506,3.7007,-0.2053,0.0441,degraded
5010.0000,-3.6635,9.1419,16.1495,-0.5091,4.7041,-0.5023,0.0404,degraded
5010.5000,6.2694,9.1757,16.0196,-0.5185,6.9396,0.2327,0.0710,degraded
5011.0000,-0.1305,8.9228,15.7587,-0.4673,5.6065,0.2305,0.0453,degraded
5011.5000,-8.1883,8.8965,18.3547,-0.4615,3.1578,0.2166,0.0429,degraded
5012.0000,18.7285,8.5454,18.8209,-0.5258,5.5121,-0.2979,0.0615,degraded
5012.5000,-8.0889,9.6523,12.0492,-0.4679,3.9739,-0.0698,0.0385,degraded
5013.0000,-4.3814,8.6758,15.3817,-0.4618,4.4231,-0.4892,0.0686,degraded
5013.5000,-23.8725,10.4694,17.4006,-0.4283,5.4591,0.6258,0.0475,degraded
5014.0000,-10.7044,9.9049,18.9917,-0.4769,4.3519,-0.3986,0.0868,degraded
5014.5000,7.7411,10.0766,18.0643,-0.5729,4.1972,0.3755,0.0860,degraded
5015.0000,4.8090,9.4162,20.1561,-0.4591,5.7971,-0.2328,0.0923,degraded
5015.5000,8.9928,9.9332,13.4582,-0.5564,5.4736,0.0908,0.0367,degraded
5016.0000,8.2647,9.4623,18.9455,-0.5145,5.0555,-0.0771,0.0536,degraded
5016.5000,31.3157,11.0061,23.8601,-0.5397,6.8308,-0.1157,0.0801,degraded
5017.0000,-11.2179,9.1767,17.8557,-0.4476,4.9395,0.1219,0.0930,degraded
5017.5000,-24.2914,10.4070,17.9842,-0.5268,5.0505,-0.1656,0.0282,degraded
5018.0000,-15.7583,7.8877,19.2828,-0.4227,4.4159,-0.4840,0.0723,degraded
5018.5000,-10.5548,10.9188,16.0952,-0.5307,3.7644,-0.0497,0.0630,degraded
5019.0000,-14.6149,9.0153,14.8969,-0.5737,3.3150,0.3343,0.0653,degraded
5019.5000,1.4049,8.4892,17.9178,-0.4906,5.5969,0.0049,0.0382,degraded
5020.0000,18.7898,8.1529,12.7880,-0.5397,4.2909,-0.2820,0.0511,degraded
5020.5000,23.0949,8.0377,18.9442,-0.4077,7.3238,0.8296,0.0790,degraded
5021.0000,7.5646,9.1458,19.4561,-0.5076,3.8552,0.0025,0.0785,degraded
5021.5000,32.1191,12.1195,12.9573,-0.4161,3.9842,-0.2551,0.0642,degraded
5022.0000,-5.3456,8.9100,18.2640,-0.4893,5.0761,0.6445,0.0844,degraded
5022.5000,-24.4878,6.5647,17.1318,-0.4564,3.7189,-0.5196,0.0777,degraded
5023.0000,15.7977,10.4301,22.2211,-0.5008,3.2532,-0.2797,0.0920,degraded
5023.5000,-27.5789,8.2140,21.7233,-0.3556,5.4270,0.3065,0.0715,degraded
5024.0000,-11.3250,11.1111,20.3249,-0.5321,2.5618,-0.2846,0.1168,degraded
5024.5000,7.8017,9.2607,21.4383,-0.6274,4.9522,0.2192,0.0534,degraded
5025.0000,-1.5357,9.4848,16.7168,-0.4620,4.9749,0.2575,0.1003,degraded
5025.5000,-2.8643,11.6953,18.5986,-0.5264,5.6866,0.6206,0.0397,degraded
5026.0000,-17.7119,10.8294,17.0676,-0.4651,5.2380,0.3189,0.0575,degraded
5026.5000,-0.1620,8.0367,14.8398,-0.4790,7.5460,-0.1374,0.0739,degraded
5027.0000,15.0549,8.2608,18.0855,-0.5021,4.3841,-0.2209,0.0064,degraded
5027.5000,0.2995,7.2379,17.5940,-0.4962,3.4338,-0.3168,0.0486,degraded
5028.0000,-12.4534,13.8215,17.2430,-0.4555,7.5176,-0.3349,0.1043,degraded
5028.5000,-18.7131,8.6261,17.6785,-0.4942,4.8660,0.1182,0.0895,degraded
5029.0000,-12.1439,11.6783,18.0449,-0.4840,3.8913,-0.5332,0.0298,degraded
5029.5000,5.8850,9.1287,20.5324,-0.5014,3.1851,0.0484,0.0276,degraded
5030.0000,5.1540,8.3108,16.1216,-0.3952,4.4538,-0.5787,0.0294,degraded
5030.5000,-12.0076,9.9664,14.0424,-0.4114,3.9896,0.0772,0.0427,degraded
5031.0000,-33.1614,9.4475,19.9215,-0.5506,4.0002,-0.1642,0.0593,degraded
5031.5000,6.3002,11.1438,20.4635,-0.4770,2.6982,0.1899,0.0770,degraded
5032.0000,-13.4656,11.1660,18.9739,-0.5181,4.4045,-0.8104,0.0813,degraded
5032.5000,10.3359,9.0627,14.4899,-0.5398,5.2049,0.2840,0.0968,degraded
5033.0000,-11.3416,7.7915,17.5180,-0.6376,3.7730,0.0032,0.0875,degraded
5033.5000,-14.8185,8.1591,18.7739,-0.4941,4.3439,-0.1405,0.0131,degraded
5034.0000,2.2976,6.5346,14.7200,-0.4904,4.2954,0.1569,0.0503,degraded
5034.5000,35.3655,9.5501,15.6379,-0.4104,4.8727,0.1336,0.0322,degraded
