timestamp,res_rpm,res_cht,res_egt,res_oil_p,res_oil_t,res_fuel,res_vib,composite_score,composite_ewma,health_index,health_status,rul_est,rul_lower,rul_upper,rul_status,health_slope,res_cht_ewma,res_egt_ewma,res_vib_std_w,fault_label
5429.0000,-17.0869,12.2623,30.4596,-0.6123,6.8279,0.0460,0.0692,0.5801,0.5543,74.8223,healthy,6.4624,2.6977,300.0000,estimable,-1.6634,12.5823,23.4552,0.0215,degraded
5429.5000,5.2741,13.8045,21.5629,-0.5629,5.9134,0.1301,0.0718,0.5337,0.5518,76.5780,healthy,6.6246,2.7785,300.0000,estimable,-8.4833,12.7350,23.2187,0.0184,degraded
5430.0000,3.0780,11.9044,19.9327,-0.5971,4.1623,0.3134,0.0383,0.5081,0.5463,77.5668,healthy,10.3641,3.1609,300.0000,estimable,-8.5407,12.6312,22.8079,0.0228,degraded
5430.5000,2.0855,15.0642,28.8818,-0.5800,5.7898,0.0757,0.0892,0.5898,0.5517,74.4621,healthy,14.9327,3.5147,300.0000,estimable,-5.5544,12.9353,23.5672,0.0229,degraded
5431.0000,-10.2490,11.8443,19.1948,-0.5987,5.8807,-0.1040,0.0458,0.5131,0.5469,77.3731,healthy,43.9968,4.1954,300.0000,estimable,-3.6472,12.7990,23.0206,0.0205,degraded
5431.5000,17.8399,14.0989,26.7881,-0.6680,7.3673,-0.3080,0.0995,0.6163,0.5556,73.4814,healthy,8.7740,2.7536,300.0000,estimable,-1.3040,12.9614,23.4916,0.0217,degraded
5432.0000,30.7546,14.1670,22.6785,-0.6294,6.1663,-0.6514,0.0566,0.5776,0.5583,74.9155,healthy,8.8819,2.8135,300.0000,estimable,-6.0955,13.1121,23.3899,0.0213,degraded
5432.5000,-16.6552,12.9745,24.2063,-0.6443,5.8403,-0.0885,0.0751,0.5698,0.5598,75.2098,healthy,13.9992,3.2677,300.0000,estimable,-6.1829,13.0949,23.4920,0.0214,degraded
5433.0000,10.8067,12.8443,18.6024,-0.5731,5.9376,-0.6178,0.0928,0.5241,0.5553,76.9458,healthy,,,,not_estimable,-3.9438,13.0636,22.8808,0.0209,degraded
5433.5000,-43.1678,11.6392,30.6995,-0.5686,3.5916,-0.0456,0.1201,0.5604,0.5559,75.5617,healthy,,,,not_estimable,1.3539,12.8856,23.8581,0.0252,degraded
5434.0000,10.0291,11.9605,21.7783,-0.6154,5.0604,0.4685,0.0662,0.5328,0.5531,76.6129,healthy,,,,not_estimable,2.5631,12.7699,23.5981,0.0253,degraded
5434.5000,-28.0523,13.0693,20.8272,-0.6042,3.9088,-0.0212,0.0636,0.5329,0.5505,76.6111,healthy,,,,not_estimable,0.6787,12.8073,23.2518,0.0256,degraded
5435.0000,-7.8745,12.6754,24.5826,-0.6906,7.9012,-0.2830,0.0987,0.6035,0.5572,73.9510,healthy,15.7291,3.4124,300.0000,estimable,2.5225,12.7908,23.4181,0.0231,degraded
5435.5000,-19.6954,14.5212,21.0089,-0.6313,5.4011,-0.1536,0.0816,0.5706,0.5588,75.1772,healthy,18.5689,3.6056,300.0000,estimable,-3.4300,13.0071,23.1170,0.0229,degraded
5436.0000,-3.2342,12.0681,24.2234,-0.7371,6.5339,-0.2444,0.0892,0.6079,0.5650,73.7891,healthy,8.3318,2.7980,300.0000,estimable,-2.9715,12.8898,23.2553,0.0195,degraded
5436.5000,12.5819,12.1624,19.1733,-0.5717,4.8639,0.5104,0.0848,0.5093,0.5580,77.5188,healthy,,,,not_estimable,-6.4559,12.7988,22.7450,0.0188,degraded
5437.0000,-27.8597,10.2598,23.3993,-0.5009,5.4934,-0.1970,0.0760,0.4758,0.5477,78.8281,healthy,,,,not_estimable,0.0038,12.4815,22.8268,0.0167,degraded
5437.5000,-5.3922,13.7257,21.1593,-0.6392,5.5514,-0.5362,0.0729,0.5654,0.5499,75.3746,healthy,,,,not_estimable,1.9449,12.6370,22.6184,0.0168,degraded
5438.0000,-7.7005,13.5937,20.6251,-0.6012,6.4102,0.7643,0.1108,0.5606,0.5513,75.5539,healthy,,,,not_estimable,1.9211,12.7566,22.3692,0.0187,degraded
5438.5000,23.7157,14.2330,20.1573,-0.5920,5.7329,-0.0571,0.0508,0.5446,0.5504,76.1630,healthy,,,,not_estimable,1.1463,12.9411,22.0927,0.0176,degraded
5439.0000,6.4764,14.3210,25.6451,-0.6698,5.2295,-0.2639,0.0483,0.5963,0.5562,74.2201,healthy,30.5886,3.3213,300.0000,estimable,2.8778,13.1136,22.5368,0.0198,degraded
5439.5000,-17.6583,13.9577,21.9426,-0.6197,3.8260,0.0027,0.0585,0.5520,0.5556,75.8828,healthy,300.0000,3.8273,300.0000,beyond_horizon,-1.7726,13.2191,22.4625,0.0203,degraded
5440.0000,-7.0694,14.0245,22.4483,-0.5899,8.1128,-0.0710,0.1117,0.5713,0.5576,75.1534,healthy,,,,not_estimable,-0.1374,13.3198,22.4607,0.0222,degraded
5440.5000,23.3416,13.6964,24.2874,-0.6051,5.3604,0.1408,0.1184,0.5698,0.5591,75.2081,healthy,76.3274,3.8478,300.0000,estimable,2.2463,13.3669,22.6891,0.0255,degraded
5441.0000,10.7155,13.9309,26.4330,-0.6107,5.4920,-0.0488,0.0957,0.5774,0.5614,74.9238,healthy,,,,not_estimable,-0.7233,13.4374,23.1570,0.0258,degraded
5441.5000,-13.7735,10.0253,20.2490,-0.6287,5.3037,-0.6426,0.0403,0.5134,0.5554,77.3607,healthy,,,,not_estimable,1.2008,13.0108,22.7935,0.0291,degraded
5442.0000,-4.0061,11.1420,23.6869,-0.6548,7.2880,-0.0538,0.0908,0.5621,0.5562,75.4986,healthy,33.9532,3.9037,300.0000,estimable,0.3706,12.7772,22.9052,0.0293,degraded
5442.5000,-3.5266,10.9003,20.3023,-0.5804,5.2229,0.2658,0.0759,0.4997,0.5492,77.8903,healthy,,,,not_estimable,-1.6346,12.5426,22.5798,0.0292,degraded
5443.0000,-8.0697,14.7039,22.4120,-0.5263,5.4019,-0.1613,0.0588,0.5303,0.5468,76.7093,healthy,,,,not_estimable,0.9127,12.8128,22.5589,0.0278,degraded
5443.5000,-25.6532,11.6276,26.2390,-0.7148,6.0977,0.2184,0.1067,0.6047,0.5541,73.9069,healthy,,,,not_estimable,4.2410,12.6646,23.0189,0.0280,degraded
5444.0000,-10.1643,11.8713,16.0118,-0.7223,7.1100,0.2833,0.1058,0.5796,0.5573,74.8408,healthy,,,,not_estimable,0.1853,12.5655,22.1430,0.0265,degraded
5444.5000,20.8380,12.8190,20.2876,-0.6756,5.8797,0.3538,0.0649,0.5684,0.5586,75.2629,healthy,,,,not_estimable,0.0210,12.5972,21.9111,0.0259,degraded
5445.0000,-5.7172,10.9470,22.3685,-0.6371,5.9462,-0.3110,0.0981,0.5424,0.5566,76.2457,healthy,41.9803,3.8277,300.0000,estimable,0.8966,12.3909,21.9683,0.0247,degraded
5445.5000,-1.5488,13.3868,24.2106,-0.6283,5.7824,-0.2800,0.0662,0.5657,0.5577,75.3651,healthy,17.4287,3.3725,300.0000,estimable,-1.3398,12.5154,22.2486,0.0224,degraded
5446.0000,2.1079,9.6239,26.7343,-0.6090,5.4307,0.0066,0.0796,0.5283,0.5541,76.7869,healthy,10.8368,3.2260,300.0000,estimable,-3.1767,12.1539,22.8093,0.0218,degraded
5446.5000,33.2721,11.0567,17.9894,-0.6119,7.7522,-0.5443,0.0508,0.5255,0.5505,76.8915,healthy,95.0675,4.4160,300.0000,estimable,-5.2402,12.0168,22.2068,0.0199,degraded
5447.0000,0.1331,13.1246,27.3339,-0.6226,5.0931,-0.3241,0.0624,0.5703,0.5530,75.1914,healthy,,,,not_estimable,-0.5984,12.1553,22.8477,0.0202,degraded
5447.5000,16.4092,10.9674,24.6561,-0.5522,6.3063,0.0893,0.0492,0.5081,0.5474,77.5645,healthy,,,,not_estimable,3.7229,12.0068,23.0737,0.0220,degraded
5448.0000,-8.9727,14.7820,22.3781,-0.6623,5.3460,-0.6254,0.0689,0.5927,0.5530,74.3525,healthy,,,,not_estimable,6.2249,12.3537,22.9868,0.0214,degraded
5448.5000,-3.8910,12.9062,18.6991,-0.5708,6.5081,-0.5385,0.0431,0.5178,0.5486,77.1898,healthy,,,,not_estimable,3.1653,12.4227,22.4508,0.0205,degraded
5449.0000,0.1883,14.5384,21.3952,-0.5171,5.8552,0.1529,0.1318,0.5384,0.5473,76.4003,healthy,,,,not_estimable,6.3405,12.6872,22.3189,0.0265,degraded
5449.5000,-11.6120,13.3806,26.1943,-0.6900,6.1595,-0.4864,0.0663,0.6047,0.5545,73.9088,healthy,,,,not_estimable,4.2959,12.7739,22.8033,0.0264,degraded
5450.0000,-3.0558,12.8293,23.2043,-0.7142,6.0047,0.8072,0.0848,0.6042,0.5607,73.9276,healthy,14.1340,3.2621,300.0000,estimable,0.7370,12.7808,22.8534,0.0253,degraded
5450.5000,13.3208,11.3559,22.5888,-0.6076,4.8145,-0.3059,0.0889,0.5277,0.5566,76.8102,healthy,18.3169,3.5515,300.0000,estimable,-3.8155,12.6027,22.8204,0.0259,degraded
5451.0000,-12.0055,14.2479,20.2231,-0.5847,5.8565,-0.3251,0.0462,0.5415,0.5547,76.2820,healthy,13.6583,3.3531,300.0000,estimable,-3.1015,12.8083,22.4957,0.0270,degraded
5451.5000,0.0013,13.5195,25.3477,-0.6154,4.1018,-0.4259,0.0883,0.5646,0.5559,75.4030,healthy,24.3554,3.7869,300.0000,estimable,-4.1207,12.8972,22.8522,0.0268,degraded
5452.0000,10.6310,15.9881,22.7009,-0.7236,6.1432,-0.0114,0.0635,0.6347,0.5658,72.8067,healthy,6.5562,2.4434,300.0000,estimable,-2.2748,13.2836,22.8333,0.0267,degraded
5452.5000,-12.3670,14.1072,22.4464,-0.7018,5.4159,-0.0661,0.0822,0.6010,0.5702,74.0449,healthy,8.0734,2.7214,300.0000,estimable,-8.0545,13.3865,22.7849,0.0254,degraded
5453.0000,16.4312,12.2720,22.8768,-0.6431,5.6993,0.1105,0.0768,0.5558,0.5684,75.7371,healthy,14.0160,3.2563,300.0000,estimable,-6.6942,13.2472,22.7964,0.0253,degraded
5453.5000,1.0933,13.3057,21.2330,-0.5970,5.9529,-0.0809,0.0719,0.5405,0.5649,76.3170,healthy,10.4301,3.1251,300.0000,estimable,-3.9767,13.2545,22.6010,0.0225,degraded
5454.0000,-2.4768,13.5082,20.7291,-0.6357,6.0748,0.2703,0.0623,0.5581,0.5641,75.6498,healthy,8.3919,2.9305,300.0000,estimable,-5.3995,13.2862,22.3670,0.0137,degraded
5454.5000,-30.1222,14.6229,18.6227,-0.6075,3.6176,-0.0760,0.1035,0.5537,0.5628,75.8157,healthy,8.0598,2.9034,300.0000,estimable,-6.6314,13.4533,21.8989,0.0164,degraded
5455.0000,-5.6042,14.8647,21.3291,-0.6091,5.5539,-0.1188,0.1072,0.5711,0.5638,75.1608,healthy,8.3841,2.9216,300.0000,estimable,-6.9252,13.6297,21.8277,0.0190,degraded
5455.5000,5.5739,12.6425,17.7933,-0.5719,6.1944,0.0619,0.0902,0.5144,0.5576,77.3224,healthy,14.3288,3.3428,300.0000,estimable,-6.5792,13.5063,21.3234,0.0191,degraded
5456.0000,26.1802,11.0656,24.6571,-0.6767,7.5100,-0.5947,0.0854,0.5819,0.5607,74.7569,healthy,15.7393,3.3097,300.0000,estimable,-4.0005,13.2012,21.7401,0.0151,degraded
5456.5000,8.5183,10.1116,21.2033,-0.6144,8.5257,-0.3431,0.0594,0.5284,0.5566,76.7836,healthy,,,,not_estimable,-3.4790,12.8150,21.6730,0.0167,degraded
5457.0000,16.8932,11.1865,22.0356,-0.5471,7.9302,0.5042,0.0873,0.5164,0.5516,77.2423,healthy,,,,not_estimable,1.0814,12.6115,21.7183,0.0157,degraded
5457.5000,-18.1366,12.0116,23.1073,-0.6587,5.2093,-0.5413,0.0695,0.5610,0.5528,75.5388,healthy,,,,not_estimable,3.2264,12.5365,21.8920,0.0163,degraded
5458.0000,-1.9023,15.1593,20.8184,-0.6507,6.4977,0.2580,0.0421,0.5854,0.5569,74.6243,healthy,,,,not_estimable,6.5773,12.8643,21.7578,0.0205,degraded
5458.5000,18.3112,15.1855,19.7062,-0.6152,7.0780,-0.7243,0.0674,0.5792,0.5596,74.8580,healthy,,,,not_estimable,2.6402,13.1545,21.5013,0.0207,degraded
5459.0000,-13.3160,14.3500,23.9030,-0.6725,6.6339,-0.4907,0.0745,0.6028,0.5650,73.9786,healthy,,,,not_estimable,4.4305,13.3039,21.8015,0.0200,degraded
5459.5000,14.4783,14.7588,28.9108,-0.6780,5.9374,-0.2434,0.0970,0.6291,0.5730,73.0132,healthy,17.1418,3.2802,300.0000,estimable,3.6382,13.4858,22.6902,0.0192,degraded
5460.0000,10.9998,11.8556,25.9804,-0.6374,6.2778,0.1195,0.0818,0.5645,0.5720,75.4083,healthy,10.0367,3.0827,300.0000,estimable,-3.0926,13.2820,23.1015,0.0164,degraded
5460.5000,4.1209,10.6472,27.0959,-0.6324,6.3997,-0.0535,0.0751,0.5540,0.5697,75.8045,healthy,26.9002,3.8820,300.0000,estimable,-5.5206,12.9527,23.6008,0.0156,degraded
5461.0000,-4.9305,11.4138,19.3672,-0.5828,5.4058,0.1085,0.0756,0.5032,0.5614,77.7560,healthy,,,,not_estimable,-2.0745,12.7603,23.0716,0.0151,degraded
5461.5000,-14.7944,9.8749,22.6944,-0.6653,6.2936,-0.1705,0.0967,0.5481,0.5597,76.0313,healthy,,,,not_estimable,3.8976,12.3996,23.0244,0.0160,degraded
5462.0000,26.6307,11.2596,22.6810,-0.6191,4.7985,-0.0591,0.0577,0.5281,0.5558,76.7944,healthy,,,,not_estimable,4.9815,12.2571,22.9815,0.0165,degraded
5462.5000,9.4779,12.1751,27.5665,-0.5591,8.4240,-0.0002,0.0807,0.5544,0.5556,75.7896,healthy,141.0167,4.6402,300.0000,estimable,2.3410,12.2469,23.5546,0.0166,degraded
5463.0000,5.1092,13.1876,26.0380,-0.5623,5.6987,0.2743,0.1008,0.5495,0.5548,75.9770,healthy,,,,not_estimable,-0.3956,12.3645,23.8650,0.0139,degraded
5463.5000,-6.1927,13.1442,22.8013,-0.6267,6.6358,0.5093,0.0801,0.5651,0.5561,75.3845,healthy,,,,not_estimable,0.0805,12.4619,23.7321,0.0131,degraded
5464.0000,0.5681,11.9100,16.4349,-0.6119,6.3264,-0.3326,0.0743,0.5181,0.5514,77.1785,healthy,,,,not_estimable,0.5965,12.3929,22.8199,0.0131,degraded
5464.5000,2.4708,13.8013,19.8298,-0.6668,6.2294,-0.0582,0.0741,0.5743,0.5542,75.0402,healthy,,,,not_estimable,3.0919,12.5690,22.4462,0.0121,degraded
5465.0000,5.9981,11.9457,25.2113,-0.6072,6.7204,-0.1307,0.0403,0.5454,0.5531,76.1340,healthy,,,,not_estimable,1.9601,12.4911,22.7918,0.0173,degraded
5465.5000,11.0151,12.9699,22.3565,-0.5453,7.2372,0.0837,0.0817,0.5284,0.5500,76.7824,healthy,,,,not_estimable,1.6025,12.5509,22.7374,0.0174,degraded
5466.0000,-11.7371,11.2934,22.9944,-0.5570,6.2209,0.4130,0.0532,0.5079,0.5448,77.5735,healthy,,,,not_estimable,6.2764,12.3937,22.7695,0.0189,degraded
5466.5000,-21.9990,14.5948,25.1721,-0.6233,6.9388,0.0211,0.0798,0.5908,0.5505,74.4245,healthy,,,,not_estimable,7.5431,12.6689,23.0699,0.0173,degraded
5467.0000,1.2642,12.9965,26.7329,-0.6050,6.6092,-0.1772,0.0664,0.5654,0.5524,75.3750,healthy,,,,not_estimable,6.7434,12.7098,23.5277,0.0167,degraded
5467.5000,-26.2083,13.9870,21.0073,-0.6593,4.8493,0.3025,0.1173,0.5835,0.5563,74.6957,healthy,,,,not_estimable,8.8677,12.8695,23.2127,0.0218,degraded
5468.0000,-4.8549,11.1479,25.1250,-0.6692,6.1711,-0.0790,0.0718,0.5654,0.5574,75.3757,healthy,,,,not_estimable,6.9368,12.6543,23.4517,0.0201,degraded
5468.5000,-7.6378,13.2373,28.1906,-0.6410,5.9270,-0.0508,0.0339,0.5831,0.5606,74.7122,healthy,,,,not_estimable,4.5911,12.7272,24.0441,0.0235,degraded
5469.0000,7.3762,13.8377,27.6464,-0.6095,6.7637,0.1757,0.0766,0.5836,0.5635,74.6906,healthy,15.9079,3.6661,300.0000,estimable,1.4151,12.8660,24.4944,0.0236,degraded
5469.5000,29.7390,9.9168,21.7763,-0.5871,6.8522,-0.4010,0.0499,0.5081,0.5566,77.5670,healthy,10.8259,3.7271,300.0000,estimable,-3.4380,12.4973,24.1546,0.0243,degraded
5470.0000,-29.1689,14.7383,24.2596,-0.6273,6.2804,-0.4202,0.0863,0.5917,0.5610,74.3892,healthy,6.0916,2.8675,300.0000,estimable,-5.3175,12.7774,24.1677,0.0230,degraded
5470.5000,34.1128,11.1154,25.6335,-0.6015,6.5493,-0.3048,0.0961,0.5490,0.5595,75.9952,healthy,6.3260,2.9612,300.0000,estimable,-8.9285,12.5697,24.3510,0.0241,degraded
5471.0000,-3.4961,13.3094,23.4480,-0.7513,6.3229,-0.0887,0.0589,0.6187,0.5669,73.3937,healthy,5.5785,2.6801,300.0000,estimable,-8.8516,12.6622,24.2381,0.0236,degraded
5471.5000,5.2171,15.6781,22.6462,-0.6153,5.5973,0.3077,0.0845,0.5855,0.5692,74.6200,healthy,5.1192,2.6037,151.1862,estimable,-9.5713,13.0392,24.0391,0.0238,degraded
5472.0000,-21.2225,14.4324,18.2086,-0.6550,7.4169,-0.2037,0.0830,0.5816,0.5707,74.7675,healthy,5.5804,2.7270,300.0000,estimable,-10.6695,13.2133,23.3103,0.0238,degraded
5472.5000,14.9531,10.7686,20.8110,-0.6867,6.7721,-0.1575,0.0571,0.5554,0.5688,75.7523,healthy,6.3292,2.8896,300.0000,estimable,-9.8142,12.9077,22.9979,0.0193,degraded
5473.0000,0.6221,12.7399,21.3265,-0.6016,8.0988,0.0511,0.0683,0.5478,0.5662,76.0408,healthy,8.0670,3.1509,300.0000,estimable,-8.8088,12.8867,22.7890,0.0193,degraded
5473.5000,-0.9220,14.8606,19.6346,-0.5521,6.0119,-0.2819,0.1061,0.5445,0.5635,76.1663,healthy,9.3546,3.2887,300.0000,estimable,-6.9469,13.1335,22.3947,0.0180,degraded
5474.0000,-29.0608,11.7887,23.7535,-0.6254,5.6223,-0.1437,0.0748,0.5478,0.5615,76.0421,healthy,27.7977,4.3648,300.0000,estimable,-6.0041,12.9654,22.5645,0.0180,degraded
5474.5000,1.1070,12.4775,26.0309,-0.5808,4.0933,-0.0127,0.0715,0.5356,0.5583,76.5059,healthy,52.3463,4.6621,300.0000,estimable,-2.0161,12.9044,22.9978,0.0156,degraded
5475.0000,12.6874,12.4390,22.1798,-0.6459,8.5198,0.1697,0.0815,0.5726,0.5601,75.1027,healthy,74.4216,4.6930,300.0000,estimable,-1.0795,12.8462,22.8956,0.0154,degraded
5475.5000,-3.5442,13.8794,16.8326,-0.5225,6.7462,0.2826,0.0719,0.5071,0.5535,77.6040,healthy,,,,not_estimable,-0.7404,12.9754,22.1377,0.0141,degraded
5476.0000,17.6130,10.7223,23.0949,-0.7041,7.0098,-0.0482,0.0750,0.5756,0.5562,74.9915,healthy,,,,not_estimable,5.3011,12.6937,22.2574,0.0129,degraded
5476.5000,16.9934,13.9704,24.2782,-0.6305,7.9426,-0.0894,0.0876,0.5890,0.5603,74.4886,healthy,,,,not_estimable,8.2149,12.8533,22.5100,0.0131,degraded
5477.0000,-9.6164,12.1005,24.0816,-0.5881,6.3819,-0.0643,0.0814,0.5379,0.5575,76.4173,healthy,,,,not_estimable,4.7661,12.7592,22.7064,0.0130,degraded
5477.5000,23.9267,13.0212,21.3053,-0.6274,5.5325,0.0612,0.1315,0.5643,0.5584,75.4158,healthy,,,,not_estimable,6.4128,12.7920,22.5313,0.0196,degraded
5478.0000,0.6794,12.7044,19.8600,-0.5572,7.1491,0.4404,0.1111,0.5284,0.5546,76.7820,healthy,,,,not_estimable,4.8675,12.7810,22.1974,0.0203,degraded
5478.5000,0.7462,13.9448,26.1404,-0.7298,6.0171,0.6524,0.0794,0.6313,0.5642,72.9330,healthy,,,,not_estimable,6.8228,12.9265,22.6903,0.0195,degraded
5479.0000,1.4847,13.0171,24.5427,-0.6319,4.4290,0.5547,0.0842,0.5643,0.5642,75.4165,healthy,58.4824,4.1819,300.0000,estimable,0.6688,12.9378,22.9218,0.0191,degraded
5479.5000,1.0397,15.2127,21.4501,-0.6390,7.7669,0.3198,0.0566,0.5919,0.5677,74.3823,healthy,,,,not_estimable,-0.9476,13.2222,22.7378,0.0210,degraded
5480.0000,-39.4520,14.5397,18.9964,-0.6322,5.1548,-0.3066,0.0662,0.5665,0.5675,75.3332,healthy,61.1852,4.5275,300.0000,estimable,0.9822,13.3869,22.2702,0.0219,degraded
5480.5000,-2.7826,11.8660,24.1741,-0.7060,5.5146,0.0652,0.0782,0.5839,0.5696,74.6797,healthy,52.6507,4.4182,300.0000,estimable,-0.9044,13.1968,22.5082,0.0216,degraded
5481.0000,-20.4592,15.1104,20.8199,-0.6416,7.0339,-0.1096,0.0992,0.5930,0.5725,74.3421,healthy,8.4339,3.2699,300.0000,estimable,-1.0385,13.4360,22.2971,0.0217,degraded
5481.5000,24.3950,13.5451,24.6668,-0.6440,4.2445,-0.0411,0.0857,0.5749,0.5728,75.0187,healthy,6.4456,3.0230,300.0000,estimable,-6.4433,13.4496,22.5933,0.0217,degraded
5482.0000,23.7912,13.3243,23.9985,-0.6152,6.3502,0.5221,0.0835,0.5683,0.5722,75.2654,healthy,5.5277,2.8790,69.1175,estimable,-8.5358,13.4339,22.7690,0.0216,degraded
5482.5000,12.7791,14.3452,29.7620,-0.5726,6.5097,0.3986,0.0712,0.5846,0.5738,74.6546,healthy,5.0932,2.7527,34.0154,estimable,-9.9980,13.5479,23.6431,0.0156,degraded
5483.0000,-3.5770,11.5147,23.3038,-0.6221,7.3282,0.2541,0.0536,0.5446,0.5701,76.1611,healthy,6.9022,3.1299,300.0000,estimable,-10.7310,13.2937,23.6007,0.0140,degraded
5483.5000,-15.1202,11.0107,29.5460,-0.6069,6.8654,0.7847,0.0648,0.5667,0.5697,75.3254,healthy,8.1853,3.3232,300.0000,estimable,-8.1367,13.0083,24.3439,0.0143,degraded
5484.0000,-9.8637,13.1207,23.7957,-0.5651,6.9891,0.2479,0.0676,0.5408,0.5661,76.3091,healthy,14.9022,3.9757,300.0000,estimable,-6.7591,13.0224,24.2753,0.0140,degraded
5484.5000,29.1396,12.1774,21.5555,-0.5687,7.1623,0.4462,0.0904,0.5321,0.5618,76.6405,healthy,,,,not_estimable,-3.7786,12.9168,23.9354,0.0138,degraded
5485.0000,-10.3830,16.2009,20.3961,-0.7476,7.7327,0.1668,0.1096,0.6562,0.5736,72.0276,healthy,9.2724,2.8397,300.0000,estimable,0.6007,13.3273,23.4929,0.0169,degraded
5485.5000,-35.3339,11.9473,20.9377,-0.5886,5.8064,0.0595,0.0615,0.5225,0.5673,77.0081,healthy,,,,not_estimable,-5.6110,13.1548,23.1735,0.0179,degraded
5486.0000,15.4525,13.1576,24.8622,-0.5891,5.2738,0.6092,0.0816,0.5534,0.5655,75.8270,healthy,,,,not_estimable,2.0094,13.1551,23.3846,0.0165,degraded
5486.5000,22.5075,13.3886,23.9687,-0.6419,5.3280,-0.2350,0.1137,0.5795,0.5673,74.8443,healthy,,,,not_estimable,2.7627,13.1843,23.4576,0.0201,degraded
5487.0000,24.8882,14.9511,18.0716,-0.6519,6.8957,-0.4837,0.0752,0.5849,0.5695,74.6422,healthy,,,,not_estimable,0.7277,13.4052,22.7844,0.0201,degraded
5487.5000,15.5752,11.6158,26.6542,-0.6856,5.9845,-0.2883,0.0961,0.5891,0.5719,74.4870,healthy,,,,not_estimable,1.9365,13.1815,23.2681,0.0206,degraded
5488.0000,18.0228,10.6930,28.0307,-0.7264,5.6713,-0.1371,0.0523,0.5969,0.5750,74.1975,healthy,,,,not_estimable,1.3020,12.8704,23.8634,0.0208,degraded
5488.5000,0.7940,15.2062,18.0599,-0.5870,7.3490,0.2750,0.1195,0.5685,0.5742,75.2562,healthy,120.4578,4.9310,300.0000,estimable,2.9274,13.1624,23.1380,0.0230,degraded
5489.0000,-31.1444,13.2388,26.6486,-0.5914,6.8499,0.3775,0.0657,0.5684,0.5735,75.2619,healthy,,,,not_estimable,-0.4587,13.1720,23.5768,0.0232,degraded
5489.5000,0.4182,14.3361,28.6680,-0.6348,7.8513,-0.2354,0.0627,0.6084,0.5779,73.7714,healthy,17.2035,3.8292,300.0000,estimable,0.4513,13.3175,24.2132,0.0243,degraded
5490.0000,9.3236,14.4100,18.2368,-0.5945,6.5584,-0.1822,0.1148,0.5560,0.5751,75.7305,healthy,38.9218,4.4497,300.0000,estimable,-3.1256,13.4541,23.4662,0.0250,degraded
5490.5000,-2.0291,14.6735,22.2295,-0.5790,6.8356,-0.1323,0.0976,0.5636,0.5737,75.4439,healthy,36.0166,4.3942,300.0000,estimable,-1.4319,13.6065,23.3116,0.0239,degraded
5491.0000,-2.7125,12.5651,21.0889,-0.7201,5.8839,0.0142,0.0627,0.5860,0.5752,74.6009,healthy,14.1094,3.7077,300.0000,estimable,-1.5394,13.4763,23.0337,0.0252,degraded
5491.5000,-14.4618,12.1620,26.5654,-0.6180,4.1731,0.0017,0.0879,0.5545,0.5726,75.7873,healthy,19.0340,3.9974,300.0000,estimable,-3.8698,13.3120,23.4752,0.0233,degraded
5492.0000,-15.0261,10.1445,22.4059,-0.6428,5.7581,0.1098,0.0904,0.5346,0.5679,76.5435,healthy,154.0328,4.7471,300.0000,estimable,-2.9309,12.9161,23.3415,0.0232,degraded
5492.5000,27.5722,11.6500,22.2926,-0.6092,5.5624,-0.2826,0.0551,0.5304,0.5632,76.7069,healthy,,,,not_estimable,-0.3671,12.7578,23.2104,0.0246,degraded
5493.0000,28.1152,13.2391,24.9263,-0.6217,4.9482,-0.3213,0.0571,0.5626,0.5631,75.4795,healthy,,,,not_estimable,1.0889,12.8180,23.4249,0.0240,degraded
5493.5000,-0.0397,12.0972,28.3476,-0.5927,6.4763,-0.2602,0.0981,0.5630,0.5631,75.4644,healthy,,,,not_estimable,2.9249,12.7279,24.0402,0.0210,degraded
5494.0000,4.2229,11.4414,23.4901,-0.7105,7.2253,0.0132,0.0922,0.5900,0.5665,74.4550,healthy,,,,not_estimable,3.2746,12.5671,23.9715,0.0207,degraded
5494.5000,-14.7129,13.2319,22.2690,-0.5658,5.8414,-0.3659,0.0563,0.5299,0.5619,76.7252,healthy,,,,not_estimable,3.7326,12.6502,23.7587,0.0215,degraded
5495.0000,9.6386,15.1741,22.8344,-0.6578,6.7037,-0.2703,0.0769,0.6013,0.5668,74.0325,healthy,,,,not_estimable,9.0449,12.9657,23.6431,0.0180,degraded
5495.5000,26.3947,13.0792,25.6682,-0.6385,5.7383,0.1538,0.0936,0.5791,0.5684,74.8607,healthy,,,,not_estimable,0.9857,12.9799,23.8963,0.0175,degraded
5496.0000,-22.9385,11.4674,19.7059,-0.7200,6.1608,0.4410,0.0822,0.5784,0.5696,74.8862,healthy,,,,not_estimable,3.4210,12.7908,23.3725,0.0168,degraded
5496.5000,6.9582,15.0788,23.6569,-0.6373,5.7149,0.1166,0.0728,0.5884,0.5720,74.5126,healthy,,,,not_estimable,4.0497,13.0768,23.4080,0.0166,degraded
5497.0000,8.0853,12.0124,20.8993,-0.6332,6.6201,-0.3262,0.0639,0.5439,0.5685,76.1890,healthy,,,,not_estimable,2.3457,12.9438,23.0944,0.0164,degraded
5497.5000,7.9141,15.3961,20.1098,-0.6365,6.9050,0.2077,0.0893,0.5886,0.5710,74.5048,healthy,,,,not_estimable,3.1928,13.2503,22.7213,0.0154,degraded
